,marketSegment,name,slug,ticker,totalSupply
506,Ethereum,DomRaider,domraider,DRT,1300000000
507,Interoperability,Router Protocol,router-protocol,ROUTE,20000000
508,DeFi,FLUX,flux,FLUX,1283050.58674558
509,Blockchain Service,Experty,experty,EXY,79404563.976511
510,Infrastructure,CPChain,cpchain,CPC,999999999.171729
511,Cryptocurrency,Gulden,gulden,NLG,563635131
512,Data,MyToken,mytoken,MT,4000000000
513,Privacy,Monero Classic,monero-classic,XMC,19176436.19105911
514,Blockchain Service,BrahmaOS,brahmaos,BRM,3000000000
515,Blockchain Service,Morpheus Labs,morpheus-labs,MITX,705999995
516,Social,Narrative Network,narrative,NRV,82428004
517,Social,U Network,u-network,UUU,10000000000
518,Decentralized Exchange,ParaSwap,paraswap,PSP,2000000000
519,Financial,Polybius,polybius,PLBT,3969564.998325
520,Gambling,Sp8de,sp8de,SPX,8888888888
521,Lending,SALT,salt,SALT,120000000
522,Gambling,HEROcoin,herocoin,PLAY,252165028.70539504
523,Blockchain Service,GoWithMi,gowithmi,GMAT,14900000000
524,Binance,YooShi,yooshi,YOOSHI,1000000000000000
525,Decentralized Exchange,DerivaDAO,derivadao,DDX,50297306
526,Other,Po.et,poet,POE,3141592653
527,Data,CyberVein,cybervein,CVT,2147483648
528,Lending,Lendingblock,lendingblock,LND,1000000000
529,Mining,Speed Mining Service,speed-mining-service,SMS,300000
530,Platform,TosDis,tosdis,DIS,100000
531,Platform,Stratis,stratis,STRAX,137387367.4060044
532,Financial,Particl,particl,PART,11751238.04984224
533,Decentralized Exchange,Nash Exchange,nash-exchange,NEX,50000000
534,Platform,Starbase,starbase,STAR,1000000000
535,Exchange,The Midas Touch Gold,the-midas-touch-gold,TMTG,9161139666.073038
536,Supply,OriginTrail,origintrail,TRAC,500000000
537,DeFi,Opium,opium,OPIUM,0
538,Blockchain Service,Expanse,expanse,EXP,22845437
539,Blockchain Service,Sentinel,sentinel,DVPN,19134868473
540,Decentralized Exchange,Blockport,blockport,BPT,69434799.6292112
541,Gambling,DAO.Casino,dao-casino,BET,167270820.687909
542,Platform,DeFi Bids,defi-bids,BID,42393202.9303057
543,Other,eosDAC,eosdac,EOSDAC,1200000000
544,Ethereum,No BS Crypto,no-bs-crypto,NOBS,2083803239.8837934
545,DeFi,Polkastarter,polkastarter,POLS,100000000
546,,Ravencoin Classic,ravencoin-classic,RVC,21000000000
547,,Venus BTC,venus-btc,vBTC,205836
548,DeFi,Reflexer Ungovernance Token,reflexer-ungovernance-token,FLX,999715
549,Gaming,Asura Coin,asura-coin,ASA,1000000000
550,Blockchain Network,HYCON ,hycon,HYC,5000000000
551,Cryptocurrency,Steem,steem,STEEM,409190981
552,,Venus BCH,venus-bch,vBCH,154392
553,Ethereum,Sharpe Platform Token,sharpe-platform-token,SHP,32000000
554,Financial,ALBOS,albos,ALB,28710000000
555,Social,Waletoken,waletoken,WTN,19918713666.786705
556,Mining,Eden,archer-dao-governance-token,EDEN,100000000
557,Decentralized Exchange,Biswap,biswap,BSW,313479769
558,,τBitcoin,t-bitcoin,ΤBTC,2100
559,,Venus DAI,venus-dai,vDAI,274537625
560,Financial,BABB,babb,BAX,50000000000
561,Healthcare,BioPassport Token,biopassport-token,BIOT,8800000000
562,Platform,XMax,xmax,XMX,30000000000
563,Financial,ONUS,onus,ONUS,97106390
564,,Revomon,revomon,REVO,100000000
565,Trading,Vivid Coin,vivid-coin,VIVID,7910746.172528
566,Insurance,Bridge Mutual,bridge-mutual,BMI,160000000
567,Gaming,Refereum,refereum,RFR,4999650000
568,Marketplace,LBRY Credits,library-credit,LBC,767800721
569,,CoinEx Token,coinex-token,CET,3830645898
570,,VIMworld,vimworld,VEED,100000000000
571,Financial,Genesis Vision,genesis-vision,GVT,4436643.92853333
572,Verification,THEKEY,thekey,TKY,9795844687
573,Other,Sakura Bloom,sakura-bloom,SKB,6000000000
574,Cryptocurrency,Nano,nano,XNO,133248297.197
575,,IQ.cash,iqcash,IQ,19821218.95644556
576,Ethereum,ConstitutionDAO,constitutiondao,PEOPLE,5060137334.7
577,Cryptocurrency,Groestlcoin,groestlcoin,GRS,80395748.88736624
578,Cryptocurrency,Lightning Bitcoin,lightning-bitcoin,LBTC,7465926
579,Entertainment,More Coin,more-coin,MORE,30000000
580,Cryptocurrency,Kalkulus,kalkulus,KLKS,20236834.11186126
581,Binance,Radio Caca,radio-caca,RACA,431418233271
582,,GameZone,gamezone,GZONE,63890301.56
583,,Drep [new],drep-new,DREP,100000000
584,Trading,QASH,qash,QASH,1000000000
585,Marketing,indaHash,indahash,IDH,399999999.991697
586,Blockchain Service,Proxeus,proxeus,XES,300000000
587,Smart Contracts,Stellar,stellar,XLM,50001787542.62751
588,Gaming,Doge Dash,doge-dash,DOGEDASH,90286721009.31483
589,,Venus USDT,venus-usdt,vUSDT,1486153169
590,Platform,Furucombo,furucombo,COMBO,100000000
591,Gaming,Aurory,aurory,AURY,100000000
592,Data,Bottos,bottos,BTO,0
593,Privacy,Bytecoin,bytecoin-bcn,BCN,184066828814.058
594,Neo,Trinity Network Credit,trinity-network-credit,TNC,1000000000
595,Other,Globalvillage Ecosystem,globalvillage-ecosystem,GVE,1000000000
596,Ethereum,Name Changing Token,name-changing-token,NCT,39442342.51678241
597,Cloud Storage,Bitcoin File,bitcoin-file,BIFI,21050000000
598,Interoperability,IRISnet,irisnet,IRIS,2109776266.863154
599,Cryptocurrency,T.OS,t-os,TOSC,2088368121.484905
600,Virtual Reality,Spectiv,signal-token,SIG,378851756.13266844
601,Smart Contracts,YUI Token,yui-token,YUI,27823
602,,WagyuSwap,wagyuswap,WAG,500000000
603,Decentralized Exchange,Futureswap,futureswap,FST,3481138.86850952
604,,Uniswap V2: USDC,uniswap_usdc_eth_lp,UNI-V2 USDC/ETH LP,
605,Marketplace,Sentinel Chain,sentinel-chain,SENC,500000000
606,Travel,MAPS,maps,MAPS,9999999995.607454
607,Marketplace,LockTrip,lockchain,LOC,18579040.57192072
608,Financial,HorusPay,horuspay,HORUS,1200000000
609,Cryptocurrency,Electroneum,electroneum,ETN,17933119824.06
610,Data,Biotron,biotron,BTRN,411092461
611,Financial,Nxt,nxt,NXT,998999941.50769
612,Tokenization,Convergence,convergence,CONV,10000000000
613,Financial,Stronghold Token,stronghold-token,SHX,99756866344
614,Energy,Electrify.Asia,electrifyasia,ELEC,749999945.2724185
615,Interoperability,Nerves,nerves,NER,5000000000
616,Decentralized Exchange,Lykke,lykke,LKK,1285690000
617,Ethereum,BOMB,bomb,BOMB,891070
618,Gaming,DMarket,dmarket,DMT,56921773.1719715
619,Cryptocurrency,Viacoin,viacoin,VIA,23174754.6077522
620,Financial,ION,ion,ION,24177158.5597745
621,Trading,Wootrade,wootrade,WOO,2960366578.901858
622,,Uniswap V2: UNI 6,uniswap_uni_eth_lp,Uniswap UNI/ETH LP,
623,Tokenization,Atlantis Blue Digital Token,atlantis-blue-digital-token,ABDT,399998765
624,Virtual Reality,Metahero,metahero,HERO,9766213274
625,AI,Nebula AI,nebula-ai,NBAI,4966351487
626,Blockchain Service,Decentralized Machine Learning,decentralized-machine-learning,DML,272937006.72553134
627,Financial,Distributed Credit Chain,distributed-credit-chain,DCC,3423933690.00001
628,Financial,PayPie,paypie,PPP,165000000
629,Infrastructure,Ardor,ardor,ARDR,998999495
630,Financial,SwissBorg,swissborg,CHSB,1000000000
631,Cryptocurrency,Jesus Coin,jesus-coin,JC,20325184344.1018
632,Exchange,UNUS SED LEO,unus-sed-leo,LEO,985239504
633,Sports,SportyCo,sportyco,SPF,70673453.9859041
634,Tokenization,Centrifuge,centrifuge,CFG,430011123
635,E-Commerce,Pundi X NEM,pundi-x-nem,NPXSXEM,44748244753.68
636,Education,Educoin,edu-coin,EDU,15000000000
637,Cryptocurrency,DNotes,dnotes,NOTE,155043262.252
638,Social,Influence Chain,influence-chain,IFC,1000000000
639,Blockchain Service,Arcblock,arcblock,ABT,186000000
640,Ardor,Ignis,ignis,IGNIS,999449694
641,Data,Aeron,aeron,ARN,20000000
642,,Uniswap V2: DAI,uniswap_dai_eth_lp,UNI-V2 DAI/ETH LP,
643,,Uniswap V2: YFI,uniswap_yfi_eth_lp,UNI-V2 YFI/ETH LP,
644,,Balancer: BAL/ETH 80/20 #2,balancer_pool_token,BPT-BAL/ETH-80/20,
645,Gambling,BetterBetting,betterbetting,BETR,300585863.0178498
646,Cryptocurrency,The ChampCoin,the-champcoin,TCC,198824132
647,Decentralized Exchange,QuickSwap,quickswap,QUICK,1000000
648,Data,Dent,dent,DENT,100000000000
649,Cloud Computing,ARPA Chain,arpa-chain,ARPA,1500000000
650,IoT,IONChain,ionchain,IONC,520000000
651,Decentralized Exchange,OAX,oax,OAX,100000000
652,Blockchain Network,Oasis Network,oasis-network,ROSE,10000000000
653,Lending,Maker,maker,MKR,977631.03695089
654,,Maro,maro,MARO,971940928
655,,Blockchain Monster Hunt,blockchain-monster-hunt,BCMC,994444444
656,Trading,Rublix,rublix,RBLX,100000000
657,,Compound Uniswap,compound-uniswap,cUNI,0
658,Other,DAEX,daex,DAX,2000000000
659,Cryptocurrency,MktCoin,mktcoin,MLM,2274139409.85096
660,Stablecoin,Gemini Dollar,gemini-dollar,GUSD,617675345.09
661,Cryptocurrency,Valuto,valuto,VLU,62964625
662,Exchange,FTX Token,ftx-token,FTT,328895112.304385
663,Blockchain Network,TrueChain,truechain,TRUE,100000000
664,Platform,Endorsit,endorsit,EDS,100000000000
665,DeFi,Reef,reef,REEF,20603170922
666,Platform,Penta,penta,PNT,49999999999.9999
667,Interoperability,RAMP,ramp,RAMP,1000000000
668,,Krypton DAO,krypton-dao,KRD,10000000000
669,,Compound USDT,compound-usdt,cUSDT,4558972537
670,,Polygon [on Polygon],p-matic-network,MATIC,10000000000
671,Gaming,Ultra,ultra,UOS,1000000000
672,Cryptocurrency,Dascoin,dascoin,DASC,3294166500.60993
673,Marketplace,Font,font,FONT,2000000
674,Cryptocurrency,Peercoin,peercoin,PPC,27863792.46169535
675,,Aave LINK,aave-link,aLINK,26144473
676,Interoperability,Cellframe,cellframe,CELL,29735000
677,Gambling,CoinPoker,coinpoker,CHP,278237314.35457474
678,Exchange,BlockTrade,blocktrade-token,BTT,57746762
679,Advertising,Bigbom,bigbom,BBO,1993751536.605432
680,Advertising,Kind Ads Token,kind-ads-token,KIND,61000000
681,Stablecoin,bitCNY,bitcny,BITCNY,28245600
682,Prediction Market,Polkamarkets,polkamarkets,POLK,100000000
683,Decentralized Exchange,TitanSwap,titanswap,TITAN,1000000000
684,Cryptocurrency,Ryo Currency,ryo-currency,RYO,41933905.52
685,Sports,BoutsPro,boutspro,BOUTS,2000000000
686,AI,ATN,atn,ATN,0
687,Ethereum,Business Credit Alliance Chain,business-credit-alliance-chain,BCAC,512122609.3851905
688,Marketplace,Storm,storm,STORM,9967745869.45655
689,,Aave ETH,aave-eth,aETH,472179
690,Cryptocurrency,Linda,linda,LINDA,13437714976.6654
691,,Brazil National Fan Token,brazil-national-football-team-fan-token,BFT,99920000
692,DeFi,Synthetix [on Ethereum],synthetix-network-token,SNX,307251177.0887736
693,Lending,Magic Internet Money,magic-internet-money,MIM,1933352207
694,Cryptocurrency,GoldMint,goldmint,MNTP,10000000
695,Transportation,Helbiz,helbiz,HBZ,1005250000
696,Prediction Market,Bodhi [ETH],bodhi-eth,BOE,100000000
697,Social,Kuende,kuende,KUE,3013984637
698,Fund,BuckHathCoin,buck-hath-coin,BHIG,500000000
699,Blockchain Service,Cardstack,cardstack,CARD,6000000000
700,,Aave TUSD,aave-tusd,aTUSD,150533312
701,Financial,Freeway Token,freeway-token,FWT,10000000000
702,Ethereum,DigiFinexToken,digifinextoken,DFT,2100000000
703,Blockchain Network,WaykiChain,waykichain,WICC,210000000
704,Cryptocurrency,FuturoCoin,futurocoin,FTO,100000000
705,Social,Patron,patron,PAT,400000000
706,Healthcare,Docademic,docademic,MTC,850000000.0
707,Stablecoin,Dai [on BNB],bnb-multi-collateral-dai,DAI,5891784182.94563
708,,Aave DAI,aave-dai,aDAI,27109786
709,,Aave MKR,aave-mkr,aMKR,14773
710,,Aave BAT,aave-bat,aBAT,10619595
711,Financial,FuzeX,fuzex,FXT,1087156610
712,,Aave USDT,aave-usdt,aUSDT,115251917
713,Ethereum,Oraichain Token,oraichain-token,ORAI,19779272
714,Decentralized Exchange,GMX [on Arbitrum],arb-gmx,GMX,8648199.74
715,Gambling,Quanta Utility Token,quanta-utility-token,QNTU,120000000000
716,Blockchain Service,Presearch,presearch,PRE,500000000
717,Financial,Bitex Global XBX Coin,bitex-global-xbx-coin,XBX,298021513
718,,Valor Token,valor-token,VALOR,75000000
719,Cryptocurrency,ODUWA,oduwa,OWC,15166742
720,Verification,Civic,civic,CVC,1000000000
721,Protocol,Stafi,stafi,FIS,114911733.05
722,E-Commerce,Elysian,elysian,ELY,260000000
723,Social,Decentralized Social,deso,DESO,10808492
724,Financial,ALLUVA,alluva,ALV,3000000000
725,Transportation,dKargo,dkargo,DKA,5000000000
726,Investments,BnkToTheFuture,bnktothefuture,BFT,1000000000
727,Blockchain Service,Silent Notary,silent-notary,SNTR,186462812051
728,Real Estate,Cybereits,cybereits,CRE,1000000000
729,Entertainment,POPCHAIN,popchain,PCH,2000000000
730,Stablecoin,EOSDT,eosdt,EOSDT,2642505.293308
731,Blockchain Service,OneLedger,oneledger,OLT,1000000000
732,,Aave SUSD,aave-susd,aSUSD,2148854
733,Smart Contracts,Aurora,aurora,AOA,10000000000
734,Gaming,CryCash,crycash,CRC,7057137.0998682
735,Platform,EDUCare,educare,EKT,724297908.475
736,DeFi,Qredo,qredo,QRDO,885400000
737,Gaming,FootballCoin,footballcoin,XFC,1000000000
738,Social,Skrumble Network,skrumble-network,SKM,1500000000
739,,Aave MANA,aave-mana,aMANA,60287273
740,Media,Lunyr,lunyr,LUN,2703356.07853158
741,Entertainment,Pepe Cash,pepe-cash,PEPECASH,701884009
742,Financial,Debitum,debitum-network,DEB,400000000
743,Privacy,Aeon,aeon,AEON,15831459.311211
744,Cryptocurrency,Soarcoin,soarcoin,SOAR,5000000000
745,AI,DeepBrain Chain,deepbrain-chain,DBC,10000000000
746,Ethereum,Crypterium,crpt,CRPT,95878403.00187267
747,,Echoin,echoin,ECH,2000000000
748,Financial,U.CASH,ucash,UCASH,21000000000
749,,Aave KNC,aave-knc,aKNC,4654328
750,Cryptocurrency,Telcoin,telcoin,TEL,100000000000
751,Exchange,VinDax Coin,vindax-coin,VD,125000000
752,Cryptocurrency,OLXA,olxa,OLXA,2600000000
753,AI,VisionX,visionx,VNX,10000000000
754,DeFi,BoringDAO,boringdao,BOR,200000
755,Cryptocurrency,Shekel,shekel,JEW,133109989.976718
756,,Aave ZRX,aave-zrx,aZRX,4714502
757,Binance,Blind Boxes,blind-boxes,BLES,0
758,Decentralized Exchange,Kava Swap,kava-swap,SWP,250000000
759,Platform,Pixie Coin,pixie-coin,PXC,10000000000
760,Insurance,Pal Network,pal-network,PAL,1000000000
761,Cryptocurrency,PitisCoin,pitiscoin,PTS,1000000000
762,Financial,Nexo,nexo,NEXO,1000000000
763,Data,Proton Token,proton-token,PTT,10000000000
764,Trading,ARBITRAGE,arbitrage,ARB,8910934.51117645
765,Financial,Kora Network Token,kora-network-token,KNT,712500000
766,Trading,Kryll.io,kryll,KRL,49417348
767,Cryptocurrency,E-Dinar Coin,e-dinar-coin,EDR,1011211987.679
768,Cryptocurrency,Nasdacoin,nasdacoin,NSD,29267797.30025695
769,Cryptocurrency,CROAT,croat,CROAT,93323872.2033766
770,Social,Matchpool,guppy,GUP,98855149.62
771,Exchange,Huobi Token,huobi-token,HT,500000000
772,DeFi,Amp,amp,AMP,99213408535
773,Financial,Jury.Online Token,jury-online-token,JOT,18601983.9507074
774,Marketing,Friendz,friends,FDZ,1129842156.3806603
775,Data,Cosmo Coin,cosmo-coin,COSM,923000000
776,Smart Contracts,ModulTrade,modultrade,MTRC,78125410.7521347
777,,Aave BUSD,aave-busd,aBUSD,9850345
778,Financial,Choise.com,choise,CHO,1000000000
779,Lending,Solend,solend,SLND,100000000
780,Financial,Forty Seven Bank (47 Bank),forty-seven-bank,FSBT,3699483.0
781,Gaming,Wrapped NCG (Nine Chronicles Gold),wrapped-ncg,WNCG,330121100.52
782,Other,empowr coin,empowr-coin,EMPR,12000000000000
783,Other,Exosis,exosis,EXO,681268.10087038
784,Cryptocurrency,Bitcoin BEP2,bitcoin-bep2,BTCB,60501
785,Supply,Temco,temco,TEMCO,6000000000
786,Protocol,0xcert Protocol,0xcert,ZXC,336893262.402
787,Data,Prometeus,prometeus,PROM,19250000
788,,Aave REP,aave-rep,aREP,4935
789,,Aave LEND,aave-lend,aLEND,
790,Blockchain Service,DAV Token,dav-coin,DAV,1380276937.5528216
791,Cryptocurrency,Cashberry Coin,cashberry-coin,CBC,90005603.0
792,Social,HitChain,hitchain,HIT,102400000000
793,Financial,Pillar,pillar,PLR,800000000
794,Protocol,PumaPay,pumapay,PMA,78042956829
795,Exchange,LocalCoinSwap,local-coin-swap,LCS,67588182.26703738
796,Cryptocurrency,LEOcoin,leocoin,LC4,21000000
797,Exchange,OKB,okb,OKB,300000000
798,Cryptocurrency,MIR COIN,mir-coin,MIR,1300000000
799,Healthcare,Timicoin,timicoin,TMC,317149560.162186
800,Trading,Mango Markets,mango-markets,MNGO,10000000000
801,Platform,Honest,honest,HNST,400000000
802,Social,Consentium,consentium,CSM,240000000
803,Marketing,BitRewards,bitrewards,BIT,544070955.5837462
804,Cryptocurrency,ATC Coin,atc-coin,ATCC,410000000
805,Gas Token,Theta Fuel,theta-fuel,TFUEL,5301214400
806,Cloud Computing,CUDOS,cudos,CUDOS,8699716185
807,Data,Airbloc,airbloc,ABL,0
808,Data,DxChain,dxchain-token,DX,100000000000
809,Real Estate,APIS,apis,APIS,9520000000
810,Advertising,Ubex,ubex,UBEX,3923877491.5183
811,Transportation,LogisCoin,logiscoin,LGS,2351215.43440527
812,Supply,Insolar,insolar,XNS,1000000000
813,Ethereum,Davinci Coin,davinci-coin,DAC,8800000000
814,Cloud Storage,Coldstack,coldstack,CLS,50000000
815,Ethereum,NFTX Hashmasks Index,nftx-hashmasks-index,MASK,177.97491356
816,Other,Olive,olive,OLE,10000000000
817,Exchange,OceanEx,oceanex-token,OCE,8811756112.4
818,Interoperability,Ark,ark,ARK,161278856
819,Social,bitCEO,bitceo,BCEO,2970135500
820,Prediction Market,IGToken,igtoken,IG,6562786056.1979
821,Decentralized Exchange,Falconswap,fsw-token,FSW,100000000
822,Social,AiLink Token,ailink-token,ALI,10000000000
823,DeFi,Index Cooperative,index-cooperative,INDEX,10000000
824,Exchange,Chintai,chex,CHEX,500000000
825,Supply,Wabi,tael,WABI,100000000
826,,MarsX,marsx,MX,227936637
827,,XMON,xmon,XMON,10000
828,Energy,KWHCoin,kwhcoin,KWH,2193100000
829,IoT,Six Domain Chain,six-domain-chain,SDA,2000000000
830,Other,CariNet,carinet,CIT,1000000000
831,Healthcare,FarmaTrust,farmatrust,FTT,1000000000
832,Financial,MGC Token,mgc-token,MGC,600000000
833,Blockchain Service,Knoxstertoken,knoxstertoken,FKX,150000000
834,Supply,Blocery,blocery,BLY,1000000000
835,Other,Kin,kin,KIN,9999999195053.102
836,Gambling,TFL.io,trueflip,TFL,8924667
837,,Govi,govi,GOVI,32000000
838,,Curio Governance,curio-governance,CGT,51000000
839,Data,UnMarshal,unmarshal,MARSH,100000000
840,Lending,HOLD,hold,HOLD,923453365
841,Energy,WPP,wpp-token,WPP,5000000000
842,Interoperability,BUMO,bumo,BU,1500000000
843,Social,HeartBout,heartbout,HB,63695267
844,DeFi,Auto,auto,AUTO,53002.53352229
845,,Carbon,carbon,CRBN,50000000
846,,SEEN,seen,SEEN,1000000
847,Other,Ti-Value,ti-value,TV,210000000
848,Marketplace,district0x,district0x,DNT,1000000000
849,Blockchain Service,Gems ,gems-protocol,GEM,8000000000
850,Blockchain Service,EosBLACK,eosblack,BLACK,3000000000
851,Smart Contracts,Quantstamp,quantstamp,QSP,976442388.321185
852,Exchange,Bitmart,bitmart-token,BMX,640881615.9639114
853,Social,Global Social Chain,global-social-chain,GSC,1000000000
854,Blockchain Service,DWS,dws,DWS,500000000
855,Financial,Formosa Financial,formosa-financial,FMF,2000000000
856,Exchange,HashCoin,hashcoin,HSC,50000000000
857,Entertainment,Contentos,contentos,COS,9921624415.6
858,Financial,V-Dimension,v-dimension,VOLLAR,2100000000
859,Other,Helpico,helpico,HELP,5008576.24641
860,Gaming,Gourmet Galaxy,gourmet-galaxy,GUM,20000000
861,,PolkaDomain,polkadomain,NAME,10000000
862,Insurance,Zeusshield,zeusshield,ZSC,5642500000
863,Financial,DPRating,dprating,RATING,9362961677.089724
864,IoT,MyBit,mybit,MYB,179996749.91415927
865,Mining,Ice Rock Mining,ice-rock-mining,ROCK2,15724272
866,Cryptocurrency,BitcoiNote,bitcoinote,BTCN,13513159
867,Marketing,Webcoin,webcoin,WEB,1000000000
868,Real Estate,Relex,relex,RLX,2000000000
869,Exchange,MEX,mex,MEX,1939999970
870,Verification,Remme,remme,REM,1000000000
871,,Aave USDC,aave-usdc,aUSDC,166565229
872,DeFi,yAxis,yaxis,YAXIS,954180.59483165
873,Marketplace,Alphacat,alphacat,ACAT,6250000000
874,Platform,YOU COIN,you-coin,YOU,2856000000
875,,Aave WBTC,aave-wbtc,aWBTC,15853
876,Media,ClearCoin,clearcoin,XCLR,1000000000
877,Financial,Starta,starta,STA,4995565
878,Other,GSENetwork,gsenetwork,GSE,100000000000
879,Financial,MoneyToken,moneytoken,IMT,19155705310.11
880,Platform,Rotharium,rotharium,RTH,5207470.24862486
881,,Rogue West,rogue-west,ROGUE,100000000
882,,APYSwap,apyswap,APYS,100000000
883,Gaming,ugChain,ugchain,UGC,1000000000
884,Investments,United Traders Token,uttoken,UTT,69403130.9798553
885,Platform,ProximaX,proximax,XPX,9000000000
886,Other,OneRoot Network,oneroot-network,RNT,400000000
887,Financial,LinkEye,linkeye,LET,1000000000
888,Ethereum,Etherparty,etherparty,FUEL,1000000000
889,Gambling,ShowHand,showhand,HAND,403000000000
890,,Beyondfi,beyond-finance,BYN,100000000
891,Social,DogeBonk,dogebonk,DOBO,582959739166037
892,Trading,Lendroid Support Token,lendroid-support-token,LST,1210071487.342
893,Financial,Iconomi,iconomi,ICN,98930339.7729087
894,Ethereum,WHALE,whale,WHALE,10000000
895,Decentralized Exchange,AirSwap,airswap,AST,500000000
896,Healthcare,Medicalchain,medical-chain,MTN,500000000
897,Smart Contracts,Chronologic,chronologic,DAY,1433862.19467374
898,Decentralized Exchange,ZeroSwap,zeroswap,ZEE,100000000
899,Platform,GoHelpFund,gohelpfund,HELP,23000000
900,Financial,Metal,metal,MTL,66588888
901,DeFi,Beefy.Finance,beefy-finance,BIFI,80000
902,Other,Eva Cash,eva-cash,EVC,1000000
903,Entertainment,WeShow Token,weshow-token,WET,1250000000
904,Exchange,OTCBTC Token,otcbtc-token,OTB,199470887.762562
905,Blockchain Network,Couchain,couchain,COU,23000000000
906,Ethereum,Razor Network,razor-network,RAZOR,1000000000
907,Cryptocurrency,Bitcoin SV,bitcoin-sv,BSV,19228326.64423905
908,Ethereum,DreamTeam,dreamteam-token,DTT,55191260
909,Cryptocurrency,W3Coin,w3coin,W3C,99998988889
910,Marketplace,Earth Token,earth-token,EARTH,750000000
911,Advertising,DATx,datx,DATX,10000000000
912,Financial,Neumark,neumark,NEU,63749532.00361816
913,Entertainment,Moviebloc,moviebloc,MBL,30000000000
914,Privacy,MoneroV,monero-v,XMV,13598604.127477
915,Blockchain Network,Decent,decent,DCT,73197775
916,Gambling,Dragon Coins,dragon-coins,DRG,442695970.07088
917,Mining,ZMINE,zmine,ZMN,212705507.9900193
918,Protocol,Graphlinq Protocol,graphlinq-protocol,GLQ,499999972.79754
919,Financial,SIX,six,SIX,999999970
920,Energy,Robotina,robotina,ROX,331614076.92142236
921,,Lido Staked ETH,steth,stETH,4744851.29187539
922,,Bobo Cash,bobo-cash,BOBO,1000000000000
923,,Unvest,unvest,UNV,1000000000
924,Privacy,DAPS Token,daps-token,DAPS,60000000000
925,Cryptocurrency,Metronome,metronome,MET,14444143.49626487
926,Healthcare,Humanscape,humanscape,HUM,1084734273.38
927,Verification,Nuggets,nuggets,NUG,9729464161.02413
928,Protocol,Smartshare,smartshare,SSP,10000000000
929,Entertainment,Eristica,eristica,ERT,230502120.2949735
930,DeFi,Non-Fungible Yearn,non-fungible-yearn,NFY,100000
931,Interoperability,Clover Finance,clover,CLV,1000000000
932,Verification,VeriME,verime,VME,400000000
933,Protocol,Glitch,glitch,GLCH,88888888
934,Data,Measurable Data Token,measurable-data-token,MDT,1000000000
935,Media,Pibble,pibble,PIB,30000000000
936,Tokenization,CARAT,carat,CARAT,2000000
937,Gaming,SIDUS HEROES,sidus-heroes-sidus-token,SIDUS,29999983513.74548
938,Financial,Daneel,daneel,DAN,69320719
939,Data,Insights Network,insights-network,INSTAR,294378702.3432
940,Advertising,Fractal,fractal,FCL,465000000
941,,CyberMiles,cybermiles,CMT,1000000000
942,Privacy,GIGA,giga,XG,472151842.053
943,Trading,DEXTools,dextools,DEXT,145733255
944,IoT,SDChain,sdchain,SDA,1999999978.51766
945,Cryptocurrency,Wixlar,wixlar,WIX,5330000000
946,Verification,Metadium,metadium,META,2000000000
947,Blockchain Service,ADAMANT Messenger,adamant-messenger,ADM,109870441.4
948,AI,ELA Coin,ela-coin,ELAC,10000000000
949,Gaming,PlayDapp,playdapp,PLA,700000000
950,,Yearn Secure,yearn-secure,YSEC,1000000
951,,Waifu Token,waifu-token,WAIF,308173247.06595224
952,,MetaMorph,metamorph,METM,362949997
953,Blockchain Service,IceChain,icechain,ICHX,1000000000
954,Financial,VegaWallet Token,vegawallet-token,VGW,200000000
955,Cryptocurrency,NAGA,naga,NGC,77910266.157691
956,Mining,HashBX,hashsbx,HBX,1000000000
957,Platform,AMO Coin,amo-coin,AMO,19679012761.81035
958,Blockchain Network,LTO Network,lto-network,LTO,407032307.77227354
959,Financial,Fortuna,fortuna,FOTA,1000000000
960,Financial,Akropolis,akropolis,AKRO,5000000000
961,,$LONDON,london,LONDON,45557739.812
962,,NEXT,next-coin,NEXT,16788345.6826
963,Marketing,Fluz Fluz,fluz-fluz,FLUZ,204780000
964,DeFi,Reserve,reserve-rights,RSR,100000000000
965,Supply,TE-FOOD,te-food,TONE,1000000000
966,Ethereum,Efinity,efinity,EFI,2000000000
967,Blockchain Service,Ink Protocol,ink-protocol,XNK,500000000
968,DeFi,Frax Share,frax-share,FXS,99899045.23782395
969,,Teloscoin,teloscoin,TELOS,167400184.2791735
970,,LYNC Network,lync-network,LYNC,1000000
971,,SOAR.FI,soar-fi,SOAR,10000000
972,,8PAY,8pay,8PAY,88888888
973,Cryptocurrency,Ormeus Coin,ormeus-coin,ORME,200000000
974,Protocol,Atlas Protocol,atlas-protocol,ATP,4000001000
975,Protocol,Hashgard,hashgard,GARD,10000000000
976,Education,Blockchain Certified Data Token,blockchain-certified-data-token,BCDT,40835044.38886192
977,Financial,Darico Ecosystem Coin,darcio-ecosystem-coin,DEC,99006341.50190786
978,Platform,HyperQuant,hyperquant,HQT,100000000
979,Cryptocurrency,ILCoin,ilcoin,ILC,1861595523.1886811
980,DeFi,Orion Money,orion-money,ORION,1000000000
981,Cryptocurrency,Tolar,tolar,TOL,690189812.1084713
982,Real Estate,Etheera,etheera,ETA,9919303956.4122
983,Financial,Safe Haven,safe-haven,SHA,8500000000
984,Blockchain Network,Zilliqa,zilliqa,ZIL,16841348316.840353
985,Platform,OnX Finance,onx-finance,ONX,787439.339231
986,Network,Substratum,substratum,SUB,472000000
